Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Iceland,ISL,Land area (sq. km),AG.LND.TOTL.K2,,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100830,100830,100830,100830,100830,
Israel,ISR,Land area (sq. km),AG.LND.TOTL.K2,,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,
Italy,ITA,Land area (sq. km),AG.LND.TOTL.K2,,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,295718,295718,295718,295718,295718,295718,295718,295718,295718,295718,295718,295718,295718,295718,295718,295718,295718,295718,295718,295717,295717,295717,295720,
Jamaica,JAM,Land area (sq. km),AG.LND.TOTL.K2,,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,
Jordan,JOR,Land area (sq. km),AG.LND.TOTL.K2,,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88780,88780,88780,88780,88780,88780,88780,88780,88780,88780,88794,88794,88794,88794,
Japan,JPN,Land area (sq. km),AG.LND.TOTL.K2,,366700,366700,366700,366700,366700,366700,366700,366700,366700,366700,366700,366600,366600,366600,366500,366500,366400,366400,366400,366300,366400,366200,366200,364700,364600,364700,364600,364600,364600,364600,364600,364600,364600,364600,364600,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,
Kazakhstan,KAZ,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,
Kenya,KEN,Land area (sq. km),AG.LND.TOTL.K2,,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,
Kyrgyz Republic,KGZ,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,
Cambodia,KHM,Land area (sq. km),AG.LND.TOTL.K2,,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,
Kiribati,KIR,Land area (sq. km),AG.LND.TOTL.K2,,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,
St. Kitts and Nevis,KNA,Land area (sq. km),AG.LND.TOTL.K2,,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,
South Korea,KOR,Land area (sq. km),AG.LND.TOTL.K2,,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96740,96790,96800,96820,96850,96880,96920,96990,97060,97200,97190,97310,97426,97430,97445,97489,97510,97520,97600,97600,97600,97600,
Kuwait,KWT,Land area (sq. km),AG.LND.TOTL.K2,,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,
Latin America & Caribbean (excluding high income),LAC,Land area (sq. km),AG.LND.TOTL.K2,,17976527.61,17976527.61,17976527.61,17976527.61,17976527.61,17976527.61,17976527.61,17976527.61,17976527.61,17976527.61,17976527.61,17976527.61,17976527.61,17976527.61,17976527.61,17976397.61,17976397.61,17976397.61,17976397.61,17976397.61,17976397.61,17976397.61,17976397.61,17976397.61,17976397.61,17976397.61,17976397.61,17976397.61,17976397.61,17976397.61,17976397.61,17976397.61,17976397.61,17976397.61,17976397.61,17976397.61,17976397.61,17947917.61,17947917.61,17947917.61,17947917.61,17946907.61,17946917.61,17946927.61,17946957.61,17946947.61,17946957.61,17946957.61,17946957.61,17946957.61,17947380.61,17947166.61,17944737.61,17944537.61,17944617.61,17944557.61,17944317.61,17944317.61,17944205.63,17944205.63,17944205.63,17942917.67,
Laos,LAO,Land area (sq. km),AG.LND.TOTL.K2,,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,
Lebanon,LBN,Land area (sq. km),AG.LND.TOTL.K2,,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,
Liberia,LBR,Land area (sq. km),AG.LND.TOTL.K2,,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,
Libya,LBY,Land area (sq. km),AG.LND.TOTL.K2,,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,
St. Lucia,LCA,Land area (sq. km),AG.LND.TOTL.K2,,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,
Latin America & Caribbean,LCN,Land area (sq. km),AG.LND.TOTL.K2,,20075279.61,20075279.61,20075279.61,20075279.61,20075279.61,20075279.61,20075279.61,20075279.61,20075279.61,20075279.61,20075279.61,20075279.61,20075279.61,20075279.61,20075419.61,20075289.61,20075289.61,20075289.61,20075289.61,20075199.61,20075199.61,20075199.61,20075199.61,20075199.61,20075199.61,20075199.61,20075199.61,20075199.61,20075199.61,20075199.61,20075199.61,20075199.61,20075199.61,20075199.61,20075199.61,20075199.61,20075199.61,20046719.61,20046719.61,20046719.61,20046719.61,20045709.61,20045719.61,20045729.61,20045759.61,20045749.61,20045759.61,20045759.61,20045759.61,20045759.61,20046710.61,20046496.61,20044067.61,20043647.61,20043727.61,20043667.61,20043427.61,20043487.61,20043375.63,20043375.63,20043375.63,20042087.67,
Least developed countries: UN classification,LDC,Land area (sq. km),AG.LND.TOTL.K2,,16610801,16610801,16610801,16610801,16610801,16610801,16610801,16610801,16610801,16610801,16610801,16610801,16610801,16610401,16610001,16610001,16610001,16610001,16610001,16610001,16610001,16610001,16610001,16610001,16610001,16610001,16610001,16610001,16610001,16610001,16610001,16610001,17711001,17711001,17711001,17711001,17711001,17711001,17711001,17711351,17711351,17711351,17711351,17859810.93,17859796.13,17859898.23,17859994.81,17859746.79,17859769.19,17860417.1,17860730.09,20360520.22,20360412.38,20360365.49,20360419.18,20360126.96,20360085.03,20360050.11,20360062.45,20359993.23,20359993.23,20359993.23,
Low income,LIC,Land area (sq. km),AG.LND.TOTL.K2,,10995740,10995740,10995740,10995740,10995740,10995740,10995740,10995740,10995740,10995740,10995740,10995740,10995740,10995340,10994940,10994940,10994940,10994940,10994940,10994940,10994940,10994940,10994940,10994940,10994940,10994940,10994940,10994940,10994940,10994940,10994940,10994940,12095940,12095940,12095940,12095940,12095940,12095940,12095940,12095940,12095940,12095940,12095750,12244309.93,12244355.13,12244407.23,12244463.81,12244425.79,12244458.19,12245136.1,12245419.09,14745349.22,14745311.38,14745264.49,14745318.18,14745325.96,14745314.03,14745329.11,14745341.45,14745302.23,14745302.23,14746851.94,
Liechtenstein,LIE,Land area (sq. km),AG.LND.TOTL.K2,,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,
Sri Lanka,LKA,Land area (sq. km),AG.LND.TOTL.K2,,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,61893,61893,61893,61864,61864.47,61860,61860,61860,
Lower middle income,LMC,Land area (sq. km),AG.LND.TOTL.K2,,17129264,17129264,17129264,17129264,17129264,17129264,17129264,17129264,17129264,17129264,17129264,17129264,17129194,17129154,17129134,17129134,17129134,17129134,17129134,17129134,17129134,17129134,17129134,17129134,17129134,17129134,17129134,17129134,17129134,17129134,17129834,17886994,17886994,17880071,17880071,17880071,17880071,17880071,17880071,17876556,17876532,17875992,17875478,17873651,17876354,17876423,17876370,17876377,17876855,17877294,17877231,17877255,17876724.33,17875914,17879924,17879646,17879579,17879521,17879496.47,17879554,17879565,17873539,
Low & middle income,LMY,Land area (sq. km),AG.LND.TOTL.K2,,68259760.35,68259760.35,68259760.35,68259760.35,68259760.35,68259760.35,68259760.35,68259760.35,68259760.35,68259760.35,68259760.35,68259760.35,68259690.35,68259250.35,68258830.35,68258700.35,68258700.35,68258700.35,68258700.35,68258700.35,68258700.35,68258700.35,68258700.35,68258700.35,68258700.35,68258700.35,68258700.35,68258700.35,68258700.35,68258700.35,68259580.35,73259325.35,74360369.35,74353422.35,74353392.35,74353368.35,74353359.35,74324718.35,74324327.35,74386644.35,74386609.55,74385047.78,74391621.37,74538141.05,74540974.63,74645038.33,74644810.31,74644774.29,74642215.94,74643158.13,74643737.65,77143476.78,77140318.37,77139300.02,77143452.19,77143137.97,77136571.04,77136607.02,77136471.45,77133374.26,77148481.33,77142676.87,
Lesotho,LSO,Land area (sq. km),AG.LND.TOTL.K2,,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,
Late-demographic dividend,LTE,Land area (sq. km),AG.LND.TOTL.K2,,24766870.74,24766870.74,24766870.74,24766870.74,24766870.74,24766870.74,24766870.74,24766870.74,24766870.74,24766870.74,24766870.74,24766870.74,24766830.74,24766830.74,24766970.74,24766970.74,24766970.74,24766970.74,24766970.74,24766970.74,24766970.74,24766970.74,24766970.74,24766970.74,24766970.74,24766970.74,24766970.74,24766970.74,24765980.74,24765980.74,24766090.74,44391634.74,44436044.74,44431234.74,44428244.74,44427844.74,44428534.74,44431109.74,44437932.74,44416123.74,44415246.94,44415380.17,44422250.76,44422418.52,44425322.89,44525522.49,44524986.89,44524344.89,44524430.13,44524774.42,44524759.95,44524782.95,44525435.38,44525704.92,44524904.4,44524912.4,44524210.4,44524754.3,44524698.37,44521586.4,44521646,44521535.79,
Lithuania,LTU,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62675,62675,62675,62674,62674,62675,62650,62650,62642,62641,62630,62620,62620,62610,62604,
Luxembourg,LUX,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2574.46,2574.46,2574.46,2574.46,2574.46,2574.46,2574.46,2574.46,2574.46,2574.46,2574.46,2574.46,2574.46,2574.46,2574.46,2574.46,2574.46,2574.46,2574.46,2574.46,2574.46,2574.46,2574.46,
Latvia,LVA,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62227,62230,62230,62230,
"Macao SAR, China",MAC,Land area (sq. km),AG.LND.TOTL.K2,,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,26,27,27,28,28,28.6,29.2,29.2,29.5,29.7,29.9,29.9,30.3,30.3,30.4,30.5,30.8,32.9,32.9,32.9,33,33,
St. Martin (French part),MAF,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,50,50,50,50,50,50,50,50,50,
Morocco,MAR,Land area (sq. km),AG.LND.TOTL.K2,,446340,446340,446340,446340,446340,446340,446340,446340,446340,446340,446340,446340,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,
Monaco,MCO,Land area (sq. km),AG.LND.TOTL.K2,,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.084,2.084,
Moldova,MDA,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32870,32950,32940,32930,32930,32920,32910,32900,32880,32880,32880,32870,32880,32890,32890,32890,32890,32890,32850,32850,32860,32880,32880,32880,32880,32890,32885.3,32885.9,32884.6,32970,32890,
Madagascar,MDG,Land area (sq. km),AG.LND.TOTL.K2,,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581795,581795,581800,581800,581800,581800,581800,581800,581800,581800,581800,581800,
Maldives,MDV,Land area (sq. km),AG.LND.TOTL.K2,,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,
Middle East & North Africa,MEA,Land area (sq. km),AG.LND.TOTL.K2,,11226270,11226270,11226270,11226270,11226270,11226270,11226270,11226270,11226270,11226270,11226270,11226270,11226230,11226230,11226230,11226230,11226230,11226230,11226230,11226230,11226230,11226230,11226230,11226230,11226230,11226230,11226230,11226230,11226230,11226230,11226230,11226250,11226250,11226250,11226250,11226250,11226250,11226250,11226250,11226250,11226250,11226250,11226070,11226060,11226070,11226130,11226150,11226160,11223650,11223642,11223647,11223650,11223458,11223339,11223347,11223348,11217089,11217087,11217103,11217108,11217118,11191002.71,
Mexico,MEX,Land area (sq. km),AG.LND.TOTL.K2,,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,
Marshall Islands,MHL,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,
Middle income,MIC,Land area (sq. km),AG.LND.TOTL.K2,,57264020.35,57264020.35,57264020.35,57264020.35,57264020.35,57264020.35,57264020.35,57264020.35,57264020.35,57264020.35,57264020.35,57264020.35,57263950.35,57263910.35,57263890.35,57263760.35,57263760.35,57263760.35,57263760.35,57263760.35,57263760.35,57263760.35,57263760.35,57263760.35,57263760.35,57263760.35,57263760.35,57263760.35,57263760.35,57263760.35,57264640.35,62264385.35,62264429.35,62257482.35,62257452.35,62257428.35,62257419.35,62228778.35,62228387.35,62290704.35,62290669.55,62289107.78,62295871.37,62293831.13,62296619.5,62400631.1,62400346.5,62400348.5,62397757.74,62398022.03,62398318.56,62398127.56,62395006.99,62394035.53,62398134.01,62397812.01,62391257.01,62391277.91,62391130,62388072.03,62403179.1,62395824.93,
North Macedonia,MKD,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25430,25430,25430,25430,25430,25430,25430,25430,25430,25430,25430,25430,25430,25430,25430,25230,25230,25220,25220,25220,25220,25220,25220,25220,25220,25220,25220,25220,25220,25220,25220,
Mali,MLI,Land area (sq. km),AG.LND.TOTL.K2,,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,
Malta,MLT,Land area (sq. km),AG.LND.TOTL.K2,,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,
Myanmar,MMR,Land area (sq. km),AG.LND.TOTL.K2,,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653420,653360,653470,653520,653310,653300,653260,653290,653150,653080,653080,653080,652780,652750,652700,652700,652670,652670,652670,
Middle East & North Africa (excluding high income),MNA,Land area (sq. km),AG.LND.TOTL.K2,,8643980,8643980,8643980,8643980,8643980,8643980,8643980,8643980,8643980,8643980,8643980,8643980,8643940,8643940,8643940,8643940,8643940,8643940,8643940,8643940,8643940,8643940,8643940,8643940,8643940,8643940,8643940,8643940,8643940,8643940,8643940,8643940,8643940,8643940,8643940,8643940,8643940,8643940,8643940,8643940,8643940,8643940,8643750,8643730,8643730,8643790,8643800,8643800,8641290,8641280,8641280,8641280,8641088,8641088,8641089,8641089,8634829,8634829,8634843,8634843,8634848,8630372.709,
Montenegro,MNE,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450,
Mongolia,MNG,Land area (sq. km),AG.LND.TOTL.K2,,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.742,1547438.968,1554686.058,1554444.019,1554444.091,1557459.093,1557459.093,1557465.087,1557465.134,1557292.418,1557251.947,1557251.947,1557253.053,1557252.921,1557255.4,1557255.4,1557255.4,1557255,1557258,1557506.803,1557507,1557506.789,
Northern Mariana Islands,MNP,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,
Mozambique,MOZ,Land area (sq. km),AG.LND.TOTL.K2,,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,
Mauritania,MRT,Land area (sq. km),AG.LND.TOTL.K2,,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,
Mauritius,MUS,Land area (sq. km),AG.LND.TOTL.K2,,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,
Malawi,MWI,Land area (sq. km),AG.LND.TOTL.K2,,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,
Malaysia,MYS,Land area (sq. km),AG.LND.TOTL.K2,,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,
North America,NAC,Land area (sq. km),AG.LND.TOTL.K2,,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18124604,18127564,18127564,18127564,18127564,18127564,18127564,18127564,18127564,18113064,18113064,18113064,18113064,18113064,18113064,18113064,18113064,18113064,18113064,18113064,18113064,18113064,17936174,17936174,
Namibia,NAM,Land area (sq. km),AG.LND.TOTL.K2,,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,
